user_id,wallet_id,ip_address,amount,tx_type,timestamp,location,device,is_night
user_122,wallet_348,192.168.1.196,77.67,contract_call,2025-05-28 23:20:23,BR,desktop,0
user_88,wallet_432,192.168.1.198,278.71,contract_call,2025-06-17 17:36:23,US,desktop,1
user_256,wallet_188,192.168.1.240,502.57,contract_call,2025-07-19 14:47:23,US,mobile,0
user_270,wallet_519,192.168.1.38,882.98,exchange,2025-06-22 10:20:23,UK,tablet,1
user_613,wallet_333,192.168.1.177,815.37,stake,2025-07-28 11:02:23,BR,tablet,0
user_210,wallet_286,192.168.1.180,474.93,exchange,2025-07-14 02:01:23,US,tablet,1
user_108,wallet_295,192.168.1.6,47.86,exchange,2025-06-27 22:08:23,RU,mobile,0
user_243,wallet_326,192.168.1.219,238.64,contract_call,2025-07-23 00:48:23,DE,mobile,1
user_341,wallet_859,192.168.1.24,586.57,stake,2025-07-29 12:39:23,US,desktop,1
user_273,wallet_554,192.168.1.208,22.79,contract_call,2025-06-10 21:51:23,UK,mobile,0
user_542,wallet_667,192.168.1.60,46.23,stake,2025-07-17 16:01:23,US,tablet,1
user_535,wallet_717,192.168.1.64,6.81,exchange,2025-06-30 11:21:23,IN,mobile,1
user_733,wallet_90,192.168.1.167,595.83,stake,2025-07-19 11:47:23,DE,mobile,0
user_768,wallet_746,192.168.1.50,795.25,contract_call,2025-06-21 14:41:23,IN,desktop,0
user_675,wallet_567,192.168.1.111,1222.72,transfer,2025-05-30 12:30:23,US,tablet,0
user_69,wallet_384,192.168.1.118,157.68,stake,2025-06-24 19:47:23,BR,desktop,0
user_686,wallet_858,192.168.1.114,178.24,exchange,2025-06-21 08:44:23,UK,mobile,1
user_803,wallet_287,192.168.1.226,47.86,stake,2025-08-03 15:39:23,UK,desktop,0
user_925,wallet_916,192.168.1.60,432.67,transfer,2025-07-12 10:34:23,CN,mobile,1
user_460,wallet_570,192.168.1.220,292.29,contract_call,2025-07-11 00:18:23,CN,mobile,0
user_47,wallet_327,192.168.1.177,889.42,transfer,2025-06-15 01:51:23,RU,desktop,0
user_448,wallet_792,192.168.1.1,52.56,stake,2025-07-04 00:24:23,US,tablet,1
user_412,wallet_433,192.168.1.2,485.27,transfer,2025-06-09 14:55:23,CN,mobile,0
user_560,wallet_843,192.168.1.188,735.07,contract_call,2025-07-25 09:52:23,US,desktop,1
user_976,wallet_177,192.168.1.37,1022.15,contract_call,2025-07-31 21:46:23,IN,tablet,1
user_229,wallet_791,192.168.1.125,1079.46,exchange,2025-06-10 11:37:23,US,mobile,1
user_203,wallet_912,192.168.1.126,197.54,transfer,2025-06-08 07:40:23,CN,tablet,0
user_213,wallet_73,192.168.1.61,402.0,contract_call,2025-06-12 09:51:23,CN,tablet,1
user_159,wallet_236,192.168.1.227,219.25,stake,2025-07-24 03:18:23,UK,tablet,1
user_986,wallet_819,192.168.1.247,969.96,contract_call,2025-07-03 16:11:23,DE,desktop,1
user_630,wallet_382,192.168.1.17,215.59,stake,2025-08-02 23:49:23,CN,mobile,0
user_879,wallet_114,192.168.1.27,119.84,transfer,2025-06-10 13:11:23,RU,desktop,0
user_739,wallet_146,192.168.1.122,58.11,stake,2025-07-13 15:56:23,DE,mobile,1
user_867,wallet_426,192.168.1.165,64.91,exchange,2025-07-11 11:01:23,RU,mobile,0
user_460,wallet_458,192.168.1.189,33.51,contract_call,2025-05-27 01:29:23,UK,tablet,1
user_169,wallet_204,192.168.1.57,91.56,exchange,2025-07-21 01:33:23,DE,mobile,0
user_6,wallet_904,192.168.1.211,169.15,exchange,2025-06-02 13:57:23,UK,mobile,0
user_769,wallet_177,192.168.1.242,118.1,transfer,2025-07-28 07:41:23,IN,mobile,1
user_383,wallet_390,192.168.1.128,25.04,exchange,2025-06-13 01:01:23,CN,tablet,1
user_475,wallet_948,192.168.1.107,502.37,transfer,2025-06-22 06:56:23,UK,desktop,0
user_816,wallet_840,192.168.1.50,295.04,exchange,2025-06-05 07:00:23,CN,desktop,1
user_964,wallet_234,192.168.1.228,215.95,contract_call,2025-08-01 01:07:23,BR,mobile,0
user_934,wallet_89,192.168.1.196,177.55,exchange,2025-05-31 20:42:23,RU,tablet,0
user_51,wallet_337,192.168.1.171,109.05,transfer,2025-06-01 07:38:23,DE,desktop,1
user_231,wallet_974,192.168.1.69,62.48,exchange,2025-07-25 03:18:23,DE,tablet,0
user_259,wallet_590,192.168.1.17,397.53,stake,2025-07-12 12:28:23,UK,tablet,1
user_128,wallet_290,192.168.1.64,64.5,contract_call,2025-07-16 05:03:23,US,tablet,0
user_804,wallet_466,192.168.1.29,1.64,exchange,2025-06-13 03:42:23,UK,desktop,1
user_240,wallet_781,192.168.1.242,310.49,stake,2025-07-31 22:16:23,BR,mobile,0
user_662,wallet_451,192.168.1.21,537.96,contract_call,2025-07-26 08:38:23,UK,mobile,1
user_226,wallet_293,192.168.1.88,206.29,transfer,2025-07-25 02:20:23,BR,tablet,0
user_755,wallet_60,192.168.1.246,89.16,transfer,2025-08-02 01:41:23,CN,mobile,0
user_890,wallet_141,192.168.1.44,140.26,transfer,2025-07-14 10:29:23,US,tablet,0
user_869,wallet_422,192.168.1.161,103.35,transfer,2025-07-25 07:17:23,BR,tablet,0
user_111,wallet_557,192.168.1.97,206.25,stake,2025-07-07 23:13:23,US,tablet,0
user_386,wallet_698,192.168.1.114,16.72,transfer,2025-06-28 11:43:23,IN,tablet,0
user_991,wallet_908,192.168.1.225,630.42,exchange,2025-05-29 12:06:23,IN,mobile,1
user_326,wallet_919,192.168.1.191,151.9,transfer,2025-07-30 07:32:23,CN,desktop,1
user_311,wallet_308,192.168.1.7,210.12,transfer,2025-06-03 21:51:23,RU,tablet,1
user_131,wallet_929,192.168.1.197,40.09,transfer,2025-07-29 12:05:23,UK,desktop,1
user_896,wallet_771,192.168.1.39,118.78,stake,2025-06-18 16:58:23,US,mobile,0
user_502,wallet_247,192.168.1.127,440.44,stake,2025-06-05 23:25:23,BR,desktop,1
user_832,wallet_745,192.168.1.73,17.41,contract_call,2025-07-02 14:10:23,UK,tablet,1
user_471,wallet_753,192.168.1.78,467.31,stake,2025-06-12 02:02:23,UK,mobile,0
user_897,wallet_710,192.168.1.112,26.53,contract_call,2025-07-24 12:28:23,CN,tablet,0
user_415,wallet_447,192.168.1.85,466.83,exchange,2025-06-01 16:51:23,UK,mobile,0
user_792,wallet_472,192.168.1.225,18.95,stake,2025-06-05 16:17:23,US,desktop,0
user_325,wallet_528,192.168.1.124,81.71,exchange,2025-06-20 04:23:23,IN,tablet,0
user_849,wallet_153,192.168.1.184,325.39,exchange,2025-07-23 03:40:23,RU,mobile,0
user_992,wallet_410,192.168.1.173,79.6,exchange,2025-07-27 22:51:23,CN,tablet,0
user_991,wallet_582,192.168.1.33,103.88,transfer,2025-06-28 18:24:23,US,desktop,1
user_341,wallet_481,192.168.1.19,907.22,exchange,2025-05-27 09:30:23,UK,desktop,1
user_474,wallet_859,192.168.1.125,200.89,contract_call,2025-05-31 00:39:23,US,tablet,0
user_277,wallet_264,192.168.1.9,38.4,transfer,2025-07-27 06:39:23,US,mobile,1
user_207,wallet_913,192.168.1.125,221.36,transfer,2025-06-16 13:03:23,CN,mobile,0
user_516,wallet_442,192.168.1.80,675.46,stake,2025-07-06 00:26:23,IN,desktop,0
user_135,wallet_386,192.168.1.250,1788.33,transfer,2025-07-05 09:40:23,IN,desktop,1
user_884,wallet_94,192.168.1.33,737.57,transfer,2025-06-21 12:04:23,BR,tablet,1
user_424,wallet_646,192.168.1.78,112.71,contract_call,2025-08-02 05:41:23,CN,tablet,1
user_819,wallet_540,192.168.1.144,15.58,transfer,2025-05-29 07:28:23,US,mobile,1
user_695,wallet_772,192.168.1.12,51.32,contract_call,2025-07-14 20:50:23,CN,desktop,1
user_491,wallet_392,192.168.1.233,156.32,transfer,2025-07-06 17:04:23,DE,mobile,0
user_55,wallet_225,192.168.1.46,1233.09,stake,2025-06-01 18:28:23,CN,desktop,0
user_956,wallet_918,192.168.1.155,7.25,transfer,2025-06-21 01:50:23,US,desktop,0
user_639,wallet_228,192.168.1.61,423.13,transfer,2025-06-22 13:56:23,CN,mobile,0
user_947,wallet_257,192.168.1.224,22.49,transfer,2025-07-24 20:21:23,IN,mobile,1
user_58,wallet_704,192.168.1.209,63.16,transfer,2025-06-26 16:14:23,BR,mobile,0
user_890,wallet_253,192.168.1.7,388.6,contract_call,2025-06-19 20:06:23,RU,mobile,1
user_584,wallet_261,192.168.1.89,9.59,transfer,2025-05-31 11:05:23,UK,mobile,0
user_332,wallet_76,192.168.1.32,247.22,stake,2025-08-01 18:27:23,IN,desktop,1
user_419,wallet_153,192.168.1.10,415.07,transfer,2025-05-26 21:10:23,RU,mobile,0
user_487,wallet_130,192.168.1.67,226.43,contract_call,2025-06-24 11:56:23,IN,mobile,1
user_358,wallet_849,192.168.1.75,55.68,exchange,2025-06-29 21:14:23,RU,desktop,1
user_888,wallet_990,192.168.1.147,642.32,contract_call,2025-06-05 05:00:23,US,mobile,0
user_626,wallet_364,192.168.1.90,683.55,transfer,2025-07-16 11:51:23,RU,mobile,0
user_484,wallet_589,192.168.1.91,246.57,exchange,2025-07-04 03:00:23,DE,tablet,0
user_565,wallet_899,192.168.1.222,231.25,contract_call,2025-07-21 12:34:23,RU,mobile,1
user_502,wallet_315,192.168.1.46,177.87,exchange,2025-06-01 03:40:23,RU,tablet,0
user_69,wallet_217,192.168.1.194,166.48,transfer,2025-06-29 23:37:23,DE,tablet,0
user_295,wallet_927,192.168.1.22,251.13,stake,2025-07-01 22:43:23,CN,tablet,0
user_720,wallet_182,192.168.1.179,234.52,exchange,2025-06-08 19:17:23,DE,tablet,1
user_136,wallet_857,192.168.1.130,27.49,stake,2025-07-21 04:54:23,UK,tablet,0
user_539,wallet_71,192.168.1.14,53.21,exchange,2025-05-30 23:50:23,UK,tablet,1
user_178,wallet_799,192.168.1.178,274.46,transfer,2025-06-16 01:43:23,DE,mobile,1
user_809,wallet_960,192.168.1.164,51.69,transfer,2025-06-15 20:39:23,US,tablet,1
user_805,wallet_416,192.168.1.170,413.94,stake,2025-06-12 04:18:23,RU,desktop,1
user_337,wallet_627,192.168.1.80,285.46,exchange,2025-05-26 21:02:23,BR,tablet,1
user_568,wallet_710,192.168.1.17,225.13,stake,2025-07-23 23:32:23,IN,mobile,0
user_302,wallet_86,192.168.1.62,190.45,stake,2025-06-30 07:54:23,RU,mobile,1
user_674,wallet_502,192.168.1.202,125.13,contract_call,2025-06-03 10:00:23,RU,mobile,1
user_577,wallet_709,192.168.1.72,102.03,exchange,2025-07-06 00:31:23,BR,tablet,1
user_662,wallet_210,192.168.1.46,773.97,transfer,2025-07-14 18:14:23,US,tablet,0
user_380,wallet_443,192.168.1.33,168.05,contract_call,2025-05-30 17:36:23,DE,mobile,0
user_795,wallet_69,192.168.1.198,53.93,exchange,2025-06-19 17:01:23,US,tablet,1
user_964,wallet_424,192.168.1.234,113.6,exchange,2025-07-22 00:22:23,RU,tablet,1
user_347,wallet_797,192.168.1.18,89.1,contract_call,2025-07-15 13:54:23,BR,mobile,0
user_827,wallet_401,192.168.1.225,184.58,contract_call,2025-06-18 05:10:23,IN,desktop,0
user_934,wallet_444,192.168.1.235,250.97,exchange,2025-06-03 12:25:23,US,desktop,0
user_582,wallet_873,192.168.1.54,180.25,stake,2025-06-12 08:47:23,IN,tablet,0
user_811,wallet_120,192.168.1.68,29.96,exchange,2025-07-18 23:35:23,UK,tablet,1
user_501,wallet_165,192.168.1.245,51.69,transfer,2025-07-02 10:00:23,RU,desktop,1
user_319,wallet_400,192.168.1.126,609.99,stake,2025-06-26 23:42:23,IN,tablet,1
user_951,wallet_622,192.168.1.205,286.0,contract_call,2025-07-26 13:25:23,UK,tablet,0
user_675,wallet_168,192.168.1.222,311.33,contract_call,2025-07-13 12:28:23,DE,tablet,0
user_676,wallet_705,192.168.1.234,158.56,transfer,2025-07-05 17:23:23,US,tablet,0
user_502,wallet_889,192.168.1.223,66.24,transfer,2025-07-05 09:39:23,DE,mobile,1
user_731,wallet_799,192.168.1.108,64.6,stake,2025-07-17 09:27:23,BR,mobile,0
user_625,wallet_263,192.168.1.64,9.76,transfer,2025-07-09 22:43:23,IN,mobile,1
user_974,wallet_109,192.168.1.221,318.2,exchange,2025-07-18 16:23:23,US,desktop,1
user_25,wallet_394,192.168.1.218,239.3,exchange,2025-06-16 08:24:23,BR,mobile,1
user_930,wallet_399,192.168.1.207,150.3,contract_call,2025-05-29 03:02:23,CN,mobile,0
user_922,wallet_758,192.168.1.163,174.77,stake,2025-07-04 19:04:23,DE,tablet,0
user_869,wallet_904,192.168.1.204,89.4,exchange,2025-07-24 06:16:23,UK,mobile,0
user_338,wallet_54,192.168.1.215,487.57,exchange,2025-06-23 07:22:23,IN,mobile,1
user_847,wallet_408,192.168.1.247,150.65,contract_call,2025-07-01 07:07:23,IN,desktop,0
user_194,wallet_526,192.168.1.1,341.57,transfer,2025-06-10 05:15:23,US,mobile,1
user_854,wallet_428,192.168.1.235,309.49,stake,2025-07-05 13:14:23,BR,tablet,1
user_885,wallet_915,192.168.1.119,846.01,exchange,2025-07-02 23:52:23,US,desktop,0
user_756,wallet_622,192.168.1.168,55.48,stake,2025-07-24 20:07:23,RU,tablet,0
user_887,wallet_590,192.168.1.134,176.69,contract_call,2025-05-30 12:44:23,RU,mobile,0
user_965,wallet_718,192.168.1.208,14.86,exchange,2025-06-20 18:25:23,CN,mobile,0
user_432,wallet_912,192.168.1.241,704.22,transfer,2025-07-20 17:01:23,DE,desktop,1
user_310,wallet_402,192.168.1.157,127.27,contract_call,2025-07-31 17:37:23,BR,tablet,1
user_549,wallet_642,192.168.1.102,226.38,stake,2025-06-16 14:52:23,DE,tablet,1
user_682,wallet_761,192.168.1.190,633.29,transfer,2025-06-21 06:59:23,DE,tablet,1
user_639,wallet_604,192.168.1.44,9.44,transfer,2025-07-14 18:37:23,CN,mobile,1
user_210,wallet_665,192.168.1.37,1216.29,contract_call,2025-06-15 12:13:23,IN,tablet,1
user_298,wallet_774,192.168.1.125,130.17,transfer,2025-05-28 03:18:23,US,desktop,0
user_462,wallet_437,192.168.1.127,286.74,contract_call,2025-07-07 17:36:23,DE,desktop,0
user_190,wallet_860,192.168.1.163,106.01,exchange,2025-06-07 09:00:23,US,desktop,1
user_660,wallet_715,192.168.1.11,113.43,transfer,2025-06-16 18:32:23,IN,tablet,0
user_497,wallet_211,192.168.1.153,382.18,stake,2025-07-13 23:12:23,RU,mobile,1
user_248,wallet_278,192.168.1.184,19.34,exchange,2025-07-03 01:18:23,UK,tablet,0
user_641,wallet_504,192.168.1.78,178.36,transfer,2025-06-11 21:43:23,IN,desktop,1
user_502,wallet_199,192.168.1.194,487.77,stake,2025-06-27 17:19:23,RU,desktop,1
user_790,wallet_642,192.168.1.160,484.87,transfer,2025-06-18 13:38:23,DE,tablet,1
user_161,wallet_868,192.168.1.84,77.49,exchange,2025-07-18 19:33:23,IN,desktop,0
user_489,wallet_760,192.168.1.221,622.43,transfer,2025-08-03 16:45:23,IN,desktop,1
user_878,wallet_997,192.168.1.10,228.74,contract_call,2025-06-07 14:57:23,UK,desktop,0
user_498,wallet_507,192.168.1.33,31.86,contract_call,2025-06-15 22:48:23,US,tablet,1
user_760,wallet_594,192.168.1.25,367.13,contract_call,2025-06-08 15:24:23,RU,mobile,0
user_837,wallet_135,192.168.1.196,308.82,stake,2025-07-05 13:19:23,BR,tablet,1
user_179,wallet_515,192.168.1.126,151.62,transfer,2025-06-17 09:58:23,US,desktop,0
user_774,wallet_48,192.168.1.16,178.87,stake,2025-07-26 15:00:23,UK,tablet,1
user_928,wallet_793,192.168.1.66,347.39,contract_call,2025-06-05 08:05:23,UK,desktop,1
user_846,wallet_777,192.168.1.15,802.21,transfer,2025-08-02 19:48:23,IN,mobile,1
user_264,wallet_625,192.168.1.36,670.38,exchange,2025-05-30 22:35:23,IN,mobile,0
user_94,wallet_325,192.168.1.74,78.29,stake,2025-07-22 07:33:23,RU,desktop,0
user_261,wallet_409,192.168.1.75,115.78,contract_call,2025-08-02 18:15:23,UK,mobile,1
user_253,wallet_958,192.168.1.65,85.33,stake,2025-07-01 02:09:23,DE,desktop,0
user_583,wallet_746,192.168.1.68,724.53,stake,2025-06-15 23:29:23,DE,desktop,1
user_244,wallet_817,192.168.1.14,40.21,stake,2025-06-10 16:48:23,UK,mobile,1
user_277,wallet_835,192.168.1.19,404.47,transfer,2025-06-11 01:47:23,CN,mobile,1
user_273,wallet_406,192.168.1.117,341.04,contract_call,2025-07-25 00:18:23,DE,mobile,0
user_991,wallet_413,192.168.1.173,91.27,transfer,2025-06-21 14:54:23,DE,tablet,1
user_392,wallet_203,192.168.1.2,247.08,stake,2025-07-06 19:34:23,DE,desktop,0
user_442,wallet_835,192.168.1.253,995.76,stake,2025-07-22 16:00:23,UK,desktop,0
user_745,wallet_572,192.168.1.51,11.06,stake,2025-06-24 10:18:23,RU,desktop,1
user_190,wallet_890,192.168.1.184,455.96,contract_call,2025-07-04 14:32:23,UK,mobile,1
user_871,wallet_634,192.168.1.48,33.48,contract_call,2025-07-16 01:43:23,IN,desktop,1
user_931,wallet_581,192.168.1.171,339.86,contract_call,2025-06-16 13:26:23,IN,desktop,0
user_94,wallet_880,192.168.1.41,832.94,stake,2025-07-29 07:33:23,BR,tablet,0
user_317,wallet_866,192.168.1.93,65.0,exchange,2025-06-11 07:59:23,UK,desktop,1
user_914,wallet_822,192.168.1.119,304.91,stake,2025-06-18 19:31:23,US,tablet,0
user_340,wallet_471,192.168.1.25,608.16,exchange,2025-06-06 13:22:23,IN,tablet,0
user_884,wallet_393,192.168.1.56,1412.7,exchange,2025-07-28 23:38:23,RU,mobile,1
user_891,wallet_9,192.168.1.31,620.0,transfer,2025-07-17 01:13:23,RU,desktop,1
user_729,wallet_752,192.168.1.118,114.24,exchange,2025-07-24 14:06:23,RU,tablet,1
user_901,wallet_890,192.168.1.35,801.65,transfer,2025-06-30 09:26:23,UK,desktop,0
user_447,wallet_512,192.168.1.63,189.1,contract_call,2025-07-13 12:33:23,DE,tablet,1
user_79,wallet_676,192.168.1.157,244.8,transfer,2025-06-07 15:35:23,UK,tablet,1
user_750,wallet_267,192.168.1.149,396.6,stake,2025-06-23 10:38:23,CN,desktop,0
user_364,wallet_546,192.168.1.15,129.19,contract_call,2025-06-14 21:22:24,UK,tablet,0
user_846,wallet_85,192.168.1.251,223.42,contract_call,2025-06-26 01:07:24,RU,tablet,0
user_764,wallet_604,192.168.1.254,175.43,transfer,2025-07-05 03:12:24,CN,mobile,1
user_387,wallet_85,192.168.1.18,1.6,stake,2025-07-22 12:25:24,UK,mobile,1
user_565,wallet_398,192.168.1.197,133.85,transfer,2025-06-02 03:02:24,IN,tablet,0
user_691,wallet_982,192.168.1.124,487.37,stake,2025-06-06 21:29:24,UK,mobile,1
user_153,wallet_815,192.168.1.168,59.78,contract_call,2025-06-10 15:15:24,RU,desktop,0
user_570,wallet_569,192.168.1.140,6.67,exchange,2025-07-27 14:52:24,UK,tablet,1
user_915,wallet_356,192.168.1.48,507.3,exchange,2025-07-14 07:01:24,UK,desktop,0
user_966,wallet_28,192.168.1.202,650.68,exchange,2025-06-24 17:47:24,UK,tablet,1
user_94,wallet_784,192.168.1.137,281.56,stake,2025-06-16 00:46:24,US,tablet,1
user_18,wallet_742,192.168.1.134,265.87,contract_call,2025-07-21 02:06:24,DE,mobile,1
user_809,wallet_524,192.168.1.140,214.25,stake,2025-07-22 13:59:24,UK,mobile,0
user_764,wallet_763,192.168.1.140,531.93,transfer,2025-06-23 07:47:24,CN,desktop,1
user_808,wallet_812,192.168.1.103,195.84,stake,2025-07-02 15:40:24,RU,mobile,1
user_661,wallet_805,192.168.1.243,123.63,contract_call,2025-05-28 01:12:24,IN,tablet,1
user_378,wallet_593,192.168.1.154,8.88,stake,2025-06-22 03:36:24,UK,tablet,0
user_310,wallet_600,192.168.1.219,56.58,contract_call,2025-06-10 18:08:24,DE,tablet,0
user_381,wallet_279,192.168.1.72,235.28,transfer,2025-06-04 08:06:24,IN,mobile,1
user_663,wallet_491,192.168.1.149,599.04,contract_call,2025-07-27 22:36:24,CN,desktop,1
user_580,wallet_397,192.168.1.245,169.59,stake,2025-06-07 06:15:24,IN,mobile,1
user_340,wallet_56,192.168.1.218,517.08,exchange,2025-07-01 03:26:24,IN,tablet,1
user_372,wallet_416,192.168.1.31,13.84,stake,2025-06-08 01:51:24,BR,desktop,1
user_820,wallet_397,192.168.1.16,15.16,transfer,2025-06-08 10:57:24,US,desktop,0
user_234,wallet_552,192.168.1.181,190.73,contract_call,2025-06-26 19:46:24,US,desktop,0
user_212,wallet_899,192.168.1.226,315.64,transfer,2025-07-09 04:47:24,US,desktop,0
user_725,wallet_434,192.168.1.65,193.91,contract_call,2025-07-10 07:25:24,US,tablet,1
user_98,wallet_241,192.168.1.158,104.34,contract_call,2025-06-11 18:43:24,IN,tablet,1
user_242,wallet_529,192.168.1.77,56.14,contract_call,2025-07-30 21:24:24,DE,mobile,1
user_926,wallet_91,192.168.1.22,1113.06,exchange,2025-07-02 23:42:24,US,tablet,1
user_134,wallet_876,192.168.1.134,1047.57,contract_call,2025-07-29 02:16:24,US,tablet,1
user_869,wallet_679,192.168.1.251,96.66,exchange,2025-06-11 05:16:24,RU,mobile,1
user_169,wallet_374,192.168.1.45,561.8,stake,2025-06-20 10:28:24,RU,desktop,0
user_548,wallet_564,192.168.1.18,213.84,stake,2025-07-12 12:16:24,US,tablet,1
user_814,wallet_546,192.168.1.215,429.73,stake,2025-06-21 10:47:24,BR,tablet,1
user_936,wallet_130,192.168.1.224,254.47,stake,2025-07-23 05:47:24,UK,tablet,1
user_634,wallet_185,192.168.1.228,93.73,contract_call,2025-06-09 13:42:24,RU,mobile,0
user_766,wallet_949,192.168.1.11,14.21,transfer,2025-07-13 01:23:24,DE,desktop,0
user_386,wallet_227,192.168.1.128,390.26,exchange,2025-06-16 21:00:24,BR,desktop,0
user_756,wallet_556,192.168.1.105,234.87,stake,2025-07-28 03:42:24,DE,desktop,0
user_941,wallet_141,192.168.1.136,111.2,transfer,2025-05-30 04:59:24,UK,tablet,0
user_855,wallet_176,192.168.1.127,393.56,transfer,2025-07-11 06:10:24,BR,mobile,1
user_418,wallet_87,192.168.1.97,68.36,transfer,2025-07-10 11:31:24,US,desktop,0
user_781,wallet_698,192.168.1.245,87.37,contract_call,2025-07-07 01:00:24,IN,tablet,1
user_114,wallet_389,192.168.1.55,74.59,stake,2025-07-14 03:19:24,RU,tablet,0
user_989,wallet_729,192.168.1.22,315.03,transfer,2025-07-10 04:04:24,BR,mobile,1
user_812,wallet_76,192.168.1.252,788.46,contract_call,2025-07-23 04:39:24,RU,tablet,1
user_868,wallet_326,192.168.1.200,216.39,stake,2025-06-09 07:29:24,DE,mobile,1
user_976,wallet_423,192.168.1.245,837.0,contract_call,2025-06-25 00:58:24,DE,desktop,1
user_343,wallet_276,192.168.1.161,55.95,transfer,2025-06-30 17:28:24,DE,tablet,0
user_94,wallet_949,192.168.1.208,1075.14,transfer,2025-06-02 08:00:24,CN,mobile,0
user_372,wallet_571,192.168.1.150,1034.56,transfer,2025-07-06 08:38:24,IN,desktop,0
user_951,wallet_838,192.168.1.170,14.88,exchange,2025-07-19 17:15:24,RU,mobile,0
user_849,wallet_98,192.168.1.148,132.24,transfer,2025-05-29 01:44:24,DE,desktop,0
user_468,wallet_548,192.168.1.134,34.22,stake,2025-06-26 15:39:24,US,tablet,1
user_532,wallet_926,192.168.1.149,302.49,contract_call,2025-07-30 20:08:24,US,tablet,0
user_292,wallet_184,192.168.1.42,117.42,transfer,2025-05-30 08:13:24,DE,mobile,1
user_545,wallet_75,192.168.1.97,264.46,transfer,2025-06-26 07:17:24,CN,tablet,1
user_6,wallet_803,192.168.1.38,507.61,contract_call,2025-07-18 18:12:24,DE,mobile,1
user_751,wallet_142,192.168.1.93,28.64,stake,2025-07-15 10:50:24,RU,tablet,1
user_297,wallet_463,192.168.1.15,132.31,exchange,2025-07-25 11:16:24,RU,mobile,0
user_51,wallet_318,192.168.1.201,320.26,exchange,2025-05-30 18:15:24,IN,tablet,0
user_884,wallet_937,192.168.1.4,690.5,contract_call,2025-07-18 21:19:24,US,desktop,1
user_899,wallet_254,192.168.1.2,98.85,stake,2025-07-13 14:30:24,CN,tablet,0
user_849,wallet_619,192.168.1.197,104.43,exchange,2025-06-19 20:49:24,UK,tablet,0
user_328,wallet_611,192.168.1.223,186.83,contract_call,2025-06-15 18:12:24,BR,desktop,0
user_616,wallet_836,192.168.1.15,333.28,contract_call,2025-06-25 15:27:24,IN,desktop,1
user_855,wallet_670,192.168.1.45,404.48,contract_call,2025-06-29 08:54:24,US,mobile,0
user_373,wallet_64,192.168.1.131,0.41,transfer,2025-07-01 07:56:24,UK,tablet,1
user_265,wallet_327,192.168.1.236,200.66,stake,2025-06-01 03:12:24,US,mobile,1
user_659,wallet_616,192.168.1.47,119.83,transfer,2025-06-29 15:53:24,UK,tablet,1
user_461,wallet_583,192.168.1.230,953.38,contract_call,2025-07-15 19:42:24,BR,desktop,0
user_252,wallet_384,192.168.1.60,59.54,transfer,2025-06-23 06:16:24,IN,desktop,1
user_571,wallet_545,192.168.1.96,97.31,exchange,2025-06-23 15:16:24,IN,desktop,0
user_233,wallet_277,192.168.1.221,10.63,exchange,2025-06-04 10:22:24,CN,tablet,0
user_127,wallet_706,192.168.1.83,183.21,contract_call,2025-05-31 18:24:24,BR,desktop,0
user_279,wallet_332,192.168.1.224,96.66,transfer,2025-06-02 09:29:24,RU,tablet,0
user_571,wallet_249,192.168.1.140,315.96,exchange,2025-07-10 23:04:24,UK,desktop,1
user_161,wallet_792,192.168.1.253,195.58,exchange,2025-06-23 21:24:24,UK,desktop,0
user_705,wallet_34,192.168.1.211,159.36,contract_call,2025-06-30 05:58:24,DE,tablet,1
user_973,wallet_521,192.168.1.195,368.31,contract_call,2025-06-14 11:48:24,BR,desktop,1
user_466,wallet_539,192.168.1.26,43.83,exchange,2025-07-22 17:40:24,UK,tablet,0
user_54,wallet_975,192.168.1.31,46.54,exchange,2025-07-24 14:55:24,IN,mobile,0
user_19,wallet_268,192.168.1.77,1307.83,exchange,2025-06-18 21:32:24,US,desktop,1
user_27,wallet_466,192.168.1.4,313.69,contract_call,2025-06-08 01:58:24,BR,desktop,0
user_299,wallet_681,192.168.1.40,469.2,stake,2025-06-18 19:44:24,DE,desktop,1
user_464,wallet_89,192.168.1.67,19.57,exchange,2025-06-30 05:27:24,DE,tablet,0
user_347,wallet_232,192.168.1.10,296.26,stake,2025-07-03 02:10:24,US,desktop,1
user_164,wallet_972,192.168.1.91,597.53,stake,2025-06-14 18:05:24,IN,mobile,1
user_363,wallet_59,192.168.1.226,327.31,transfer,2025-06-19 17:28:24,UK,tablet,1
user_998,wallet_544,192.168.1.44,352.82,transfer,2025-08-01 15:39:24,US,mobile,1
user_916,wallet_897,192.168.1.31,389.12,stake,2025-07-21 09:19:24,DE,tablet,0
user_944,wallet_755,192.168.1.152,132.0,exchange,2025-07-26 11:58:24,IN,desktop,1
user_455,wallet_447,192.168.1.20,146.26,contract_call,2025-06-10 14:05:24,DE,desktop,0
user_42,wallet_519,192.168.1.13,268.03,exchange,2025-06-30 08:24:24,BR,desktop,1
user_526,wallet_641,192.168.1.61,218.04,exchange,2025-08-02 06:26:24,DE,tablet,0
user_578,wallet_760,192.168.1.175,369.18,exchange,2025-07-03 18:30:24,CN,mobile,1
user_283,wallet_474,192.168.1.54,578.52,exchange,2025-07-04 00:53:24,BR,mobile,1
user_303,wallet_934,192.168.1.47,36.16,stake,2025-07-25 16:28:24,US,desktop,0
